date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,34.96714153011233,11.591276232917137,28.593848105479942,4.392117791744703,15.232371797271824,2.315187461846709,15.298165893846033
2016-07-01 01:00:00,28.617356988288154,8.357167418735209,28.039197255443337,8.466102172127936,20.270445568211432,2.856079153004703,49.89113006740439
2016-07-01 02:00:00,36.47688538100692,9.695570115466488,23.27760331641111,5.092204052369922,19.42918923998185,2.5000979034999857,27.280812350590633
2016-07-01 03:00:00,45.23029856408026,10.951550626985284,23.808516554226898,4.698585455688422,23.28529471935435,5.410955274118333,35.434932418999125
2016-07-01 04:00:00,27.65846625276664,13.822997988177901,28.327583119039257,5.87757926310355,25.480420387752698,-3.3423667508324115,49.393078297436475
2016-07-01 05:00:00,27.658630430508193,2.1256000626863267,32.751656931071125,6.935606600658461,12.330450669828007,1.27212400373201,27.469034290708297
2016-07-01 06:00:00,45.79212815507391,8.778414806801756,26.60868527323009,12.954939509002253,22.663839511380083,6.7215299065433065,43.119568769510934
2016-07-01 07:00:00,37.67434729152909,17.541680490288645,15.4637287169831,6.712914579835951,15.682290569980047,11.29795591359917,48.88988178549739
2016-07-01 08:00:00,25.305256140650478,17.083306541489783,23.22858005789239,4.616594743621276,22.01331370652641,6.292361408743455,36.6986595749181
2016-07-01 09:00:00,35.42560043585965,14.2546846388789,21.742801297652665,11.251561317797053,17.199333078826093,2.485038953690118,39.69234956712234
2016-07-01 10:00:00,25.365823071875376,12.68412341977838,16.576111149004433,12.110754952231144,26.460386506930842,7.548730209947214,50.68144166848042
2016-07-01 11:00:00,25.34270246429743,18.273173742010442,28.983462124816807,11.27779156639938,23.520666697903305,8.281087684741397,21.132480530676034
2016-07-01 12:00:00,32.41962271566034,19.58924000803333,29.59882063516267,13.477069221901747,14.066872821022763,2.7431493546799297,49.34583470168625
2016-07-01 13:00:00,10.86719755342202,9.354600059765739,30.809667373647677,8.769038565161608,9.928137283376586,2.420148407516776,15.264479511427876
2016-07-01 14:00:00,12.750821674869673,5.152837783558399,17.07269636734328,8.622424590367686,27.136486831690977,9.838185339813009,28.75627417322338
2016-07-01 15:00:00,24.377124707590273,8.648538411877524,26.259607496633386,5.1845006343153095,15.764223760856368,1.7599942690271604,58.78161502907784
2016-07-01 16:00:00,19.87168879665576,25.483477568860266,24.949798137246983,13.59607464622334,16.38920363701117,10.25880947415596,46.591858316288636
2016-07-01 17:00:00,33.142473325952736,2.1532182863740292,27.459224746735085,7.631344068314222,24.4520147356751,6.68659442377535,35.20081662113126
2016-07-01 18:00:00,20.91975924478789,7.6473043023529135,26.037811931985544,6.785708311034741,13.860432715209924,8.852915396890568,59.70138346053074
2016-07-01 19:00:00,15.876962986647085,2.936544237536843,24.899632440669553,6.427967819279901,21.194789549797527,8.041064164381126,21.81076665798018
2016-07-01 20:00:00,44.65648768921554,10.623819314386926,23.93820992420362,10.546294301360403,20.110708547371033,8.138504259583758,41.31639645790235
2016-07-01 21:00:00,27.742236995134643,3.986544855525662,33.85472488020416,8.334179866141522,19.51035637218337,1.5645892614150747,33.76278398545546
2016-07-01 22:00:00,30.67528204687924,9.45624488583191,18.105487939845712,8.758006971572222,27.171939269209545,7.1720904391161,35.279013552074716
2016-07-01 23:00:00,15.752518137865433,0.24952419990620456,23.61463303387961,6.701860287699903,22.796398170641048,8.80825153656579,44.04048880218467
2016-07-02 00:00:00,24.556172754748175,13.088103325423251,33.65096533444768,7.206798394361805,25.874511694367,4.279861143383764,42.70426419508104
2016-07-02 01:00:00,31.10922589709866,16.111726282339873,18.511552607748726,7.407737534920471,18.501210421501717,-0.9642090716745857,36.28576761244626
2016-07-02 02:00:00,18.490064225776973,8.080281889682706,18.919296578048105,13.686282048031948,15.655511190047307,1.0668308359715093,44.07329389899678
2016-07-02 03:00:00,33.75698018345672,9.32434996462149,30.871527555614474,0.795073482618804,26.233323219484657,0.2693418931117666,51.52457855137678
2016-07-02 04:00:00,23.99361310081195,9.182963846343439,13.608689274823659,9.792765248927394,16.57615740272763,3.851140916601408,39.12478642205896
2016-07-02 05:00:00,27.083062502067232,10.904553376125126,30.28504898421195,12.35264938070223,20.741751646413963,0.801239695208185,44.86625267662471
2016-07-02 06:00:00,23.98293387770603,9.809152065167858,21.082923366024293,0.6458873734422275,22.541200811793892,3.1161974879011094,37.63911763175217
2016-07-02 07:00:00,48.522781845089376,13.840584762153469,28.28000492416338,7.714085678967019,15.3822694845792,11.073762995199296,29.29405651700122
2016-07-02 08:00:00,29.865027752620662,16.16519566725473,15.234123463554988,11.92844314393047,15.401112924432198,7.528947487747405,35.60279331657474
2016-07-02 09:00:00,19.422890710440996,5.929643887539085,34.48061013246695,4.9881250702692626,18.37042040963195,6.8527131509545125,43.273823197107646
2016-07-02 10:00:00,38.225449121031886,8.453357536128516,15.262090800883657,9.074163962948756,24.464228090114155,8.401005314975578,13.90010746510972
2016-07-02 11:00:00,17.791563500289776,14.508097244623723,30.79960282837323,4.2720886787299275,22.07648590962987,1.1436394623578439,38.67854949474199
2016-07-02 12:00:00,32.08863595004755,2.8916547597048385,15.596300929792118,8.13234086445338,11.87999833836392,2.1713675186216577,43.3244177869837
2016-07-02 13:00:00,10.403298761202244,0.14639359077215097,39.466406968712505,13.110355909574153,31.716673097296887,5.309820892600218,36.188915702911075
2016-07-02 14:00:00,16.718139511015693,11.131579764492393,24.42894574515897,14.782444866527644,22.28014922110386,2.998229976224272,23.508210927528523
2016-07-02 15:00:00,31.968612358691235,12.481732055352461,40.60685675997587,9.02094673894715,17.458034744456125,3.8849174610692736,43.528636212634716
2016-07-02 16:00:00,37.38466579995411,6.388499060232038,18.448900100714724,2.8841386088477874,19.08465976478776,6.862459797869828,27.34779311027674
2016-07-02 17:00:00,31.713682811899705,7.106744729397724,21.458794431609636,6.758114851986598,18.54714175189555,7.830840807039012,55.46243148393977
2016-07-02 18:00:00,28.843517176117594,6.199038391295506,34.68575362985735,0.7473228484584444,17.767114252701177,6.609741555279665,47.72570824704498
2016-07-02 19:00:00,26.988963044107113,5.665373803277828,13.590431825799072,6.824054714470157,26.99449816644747,8.447795283476935,38.052015760685386
2016-07-02 20:00:00,15.214780096325725,13.467479103022999,19.405866753040463,11.85879349015728,34.25860801468423,-2.986207988206198,31.814500937188456
2016-07-02 21:00:00,22.801557916052914,4.0975075650118065,28.960547437514656,2.548469506899515,16.923199384742972,11.048475981916642,17.549593769986096
2016-07-02 22:00:00,25.393612290402125,8.672385692833256,16.849755386429337,7.171704628750163,17.254447934561117,7.450633117247543,56.87072218492552
2016-07-02 23:00:00,40.57122226218915,5.473319162425738,29.174539376152357,4.73524867353299,19.4590150245319,3.9307336056050004,27.876892848870924
2016-07-03 00:00:00,33.43618289568462,2.7235551204939226,26.363235080173745,15.174756747707747,11.740706806900075,0.5701076276583796,54.88747597022801
2016-07-03 01:00:00,12.36959844637266,14.350890873733853,12.890835010062526,9.594745959417905,23.16766768049263,4.473179469214584,8.502605256269575
2016-07-03 02:00:00,33.24083969394795,7.400873889132305,32.74215030386773,11.401495384582724,21.120931458521337,2.6097894731153173,34.14859824867601
2016-07-03 03:00:00,26.149177195836835,10.942200402103785,14.900535254443449,9.170382503776478,20.89729843441951,8.632947505675428,28.13353738001271
2016-07-03 04:00:00,23.230779996940413,2.459620600994949,31.170232775783496,11.043935354384118,8.882080103584153,7.037732581322079,23.28170291280301
2016-07-03 05:00:00,36.11676288840868,6.29030273121762,26.027803185954248,12.32256347546463,6.42833669858522,3.063936857135718,38.88595287899946
2016-07-03 06:00:00,40.30999522495951,13.780439403475029,21.359900282354065,8.15320983023863,17.794289613117307,0.7991823546671961,54.61990437135592
2016-07-03 07:00:00,39.31280119116199,22.93635727922655,16.15677980031293,5.875255057580965,23.969247776078717,4.256997314352709,30.22070112369991
2016-07-03 08:00:00,21.607824767773614,0.11891967804844228,27.634154603265195,4.25902754151282,9.331619398895697,8.010795718154302,37.665316531082375
2016-07-03 09:00:00,26.907876241487855,8.99446102355287,18.019801652179783,15.034927123455724,25.371880671742318,6.637595724614481,25.88550879298885
2016-07-03 10:00:00,33.31263431403564,12.0614029907175,34.663627808420614,11.282714608086577,18.179946956334096,0.7904299576015124,24.056549469636117
2016-07-03 11:00:00,39.75545127122359,6.919499233803581,34.955604874427195,-0.8928078182262347,15.026557848352123,3.423703519016366,9.095650382900875
2016-07-03 12:00:00,25.2082576215471,14.247609934970619,38.136272167887974,7.0215049581858295,20.499564069222753,7.940034757458362,26.770682402351124
2016-07-03 13:00:00,28.143410233361827,5.666336646698435,27.247179496602467,9.664334419336868,12.214229168625089,4.604717503748449,32.238490467977634
2016-07-03 14:00:00,18.936650259939718,10.769238301083206,21.76552155601299,14.689024620057904,4.7701664691098475,4.8447770796031016,17.788052842394876
2016-07-03 15:00:00,18.037933759193294,7.389640477508201,22.624779354634743,3.589297398016101,27.23784641971531,10.668722215066628,57.550516653756446
2016-07-03 16:00:00,38.125258223941984,16.097155414773862,22.039299337581966,9.705402959027172,19.70775163303123,1.796493490398035,40.961736121711205
2016-07-03 17:00:00,43.56240028570823,6.618177484821972,26.984044306632857,6.401079656600801,15.671553878647696,8.371373244164385,43.725147589450145
